X, Result
-10.0, 0.5440211108893703
-9.9, 0.4575358937753217
-9.8, 0.36647912925192894
-9.700000000000001, 0.2717606264109445
-9.600000000000001, 0.17432678122298212
-9.500000000000002, 0.07515112046181159
-9.400000000000002, -0.024775425453355628
-9.300000000000002, -0.12445442350706003
-9.200000000000003, -0.22288991410024353
-9.100000000000003, -0.3190983623493482
-9.000000000000004, -0.412118485241753
-8.900000000000004, -0.5010208564578815
-8.800000000000004, -0.5849171928917588
-8.700000000000005, -0.6629692300821791
-8.600000000000005, -0.7343970978741098
-8.500000000000005, -0.7984871126234868
-8.400000000000006, -0.8545989080882775
-8.300000000000006, -0.9021718337562911
-8.200000000000006, -0.9407305566797707
-8.100000000000007, -0.9698898108450845
-8.000000000000007, -0.9893582466233807
-7.9000000000000075, -0.9989413418397717
-7.800000000000008, -0.9985433453746054
-7.700000000000008, -0.9881682338770016
-7.6000000000000085, -0.9679196720314885
-7.500000000000009, -0.9379999767747419
-7.400000000000009, -0.8987080958116309
-7.30000000000001, -0.8504366206285697
-7.20000000000001, -0.7936678638491594
-7.10000000000001, -0.7289690401258833
-7.000000000000011, -0.6569865987187973
-6.900000000000011, -0.578439764388209
-6.800000000000011, -0.49411335113861843
-6.700000000000012, -0.4048499206166091
-6.600000000000012, -0.3115413635133898
-6.500000000000012, -0.2151199880878279
-6.400000000000013, -0.11654920485050624
-6.300000000000013, -0.01681390048436328
-6.2000000000000135, 0.08308940281748288
-6.100000000000014, 0.18216250427208167
-6.000000000000014, 0.279415498198912
-5.900000000000015, 0.37387666483022264
-5.800000000000015, 0.46460217941374377
-5.700000000000015, 0.5506855425976249
-5.600000000000016, 0.631266637872309
-5.500000000000016, 0.7055403255703803
-5.400000000000016, 0.7727644875559768
-5.300000000000017, 0.8322674422238918
-5.200000000000017, 0.8834546557201453
-5.100000000000017, 0.9258146823277256
-5.000000000000018, 0.9589242746631336
-4.900000000000018, 0.9824526126243291
-4.8000000000000185, 0.9961646088358391
-4.700000000000019, 0.9999232575641009
-4.600000000000019, 0.9936910036334667
-4.5000000000000195, 0.9775301176651011
-4.40000000000002, 0.9516020738895219
-4.30000000000002, 0.9161659367494636
-4.200000000000021, 0.8715757724135982
-4.100000000000021, 0.8182771110644227
-4.000000000000021, 0.7568024953079423
-3.9000000000000212, 0.6877661591839891
-3.800000000000021, 0.6118578909427356
-3.700000000000021, 0.5298361409085115
-3.600000000000021, 0.4425204432948715
-3.500000000000021, 0.3507832276896394
-3.400000000000021, 0.25554110202685193
-3.3000000000000207, 0.1577456941432692
-3.2000000000000206, 0.058374143427600673
-3.1000000000000205, -0.04158066243327007
-3.0000000000000204, -0.1411200080598467
-2.9000000000000203, -0.23924932921396255
-2.8000000000000203, -0.3349881501558859
-2.70000000000002, -0.42737988023381157
-2.60000000000002, -0.5155013718214473
-2.50000000000002, -0.5984721441039405
-2.40000000000002, -0.675463180551136
-2.30000000000002, -0.7457052121767067
-2.2000000000000197, -0.8084964038195783
-2.1000000000000196, -0.8632093666488638
-2.0000000000000195, -0.9092974268256735
-1.9000000000000195, -0.9463000876874083
-1.8000000000000194, -0.9738476308781909
-1.7000000000000193, -0.9916648104524661
-1.6000000000000192, -0.9995736030415044
-1.500000000000019, -0.9974949866040557
-1.400000000000019, -0.9854497299884634
-1.300000000000019, -0.963558185417198
-1.2000000000000188, -0.9320390859672333
-1.1000000000000187, -0.8912073600614439
-1.0000000000000187, -0.8414709848079066
-0.9000000000000187, -0.783326909627495
-0.8000000000000187, -0.717356090899536
-0.7000000000000187, -0.6442176872377053
-0.6000000000000187, -0.5646424733950509
-0.5000000000000188, -0.47942553860421944
-0.4000000000000188, -0.38941834230866773
-0.3000000000000188, -0.29552020666135753
-0.2000000000000188, -0.19866933079507965
-0.1000000000000188, -0.09983341664684686
-1.8790524691780774E-14, -1.8790524691780774E-14
0.09999999999998122, 0.09983341664680946
0.19999999999998122, 0.19866933079504281
0.2999999999999812, 0.2955202066613216
0.39999999999998126, 0.3894183423086332
0.49999999999998124, 0.4794255386041865
0.5999999999999812, 0.5646424733950199
0.6999999999999812, 0.6442176872376767
0.7999999999999812, 0.7173560908995098
0.8999999999999811, 0.7833269096274716
0.9999999999999811, 0.8414709848078863
1.0999999999999812, 0.8912073600614269
1.1999999999999813, 0.9320390859672197
1.2999999999999814, 0.9635581854171882
1.3999999999999815, 0.985449729988457
1.4999999999999816, 0.9974949866040532
1.5999999999999817, 0.9995736030415058
1.6999999999999817, 0.9916648104524709
1.7999999999999818, 0.9738476308781995
1.899999999999982, 0.9463000876874205
1.999999999999982, 0.9092974268256893
2.099999999999982, 0.863209366648883
2.199999999999982, 0.8084964038196006
2.299999999999982, 0.7457052121767319
2.399999999999982, 0.6754631805511638
2.4999999999999822, 0.5984721441039706
2.5999999999999823, 0.5155013718214796
2.6999999999999824, 0.42737988023384604
2.7999999999999825, 0.33498815015592126
2.8999999999999826, 0.2392493292139993
2.9999999999999827, 0.14112000805988417
3.0999999999999828, 0.04158066243330763
